Post_id,Label,Post
1244,1,&#8220;DavetheBrave1: I wish you were here...&#8221; Stop crying bitch I'm omw back already haha
1245,1,"&#8220;DavetheBrave1: Watching #AttackofTitan on adultswim&#8221; bro you a HAN for stealing my tweet, bitch ass nigga"
1246,1,&#8220;Dedicated_03: Wassup twitter &#128518; http://t.co/rNeTkFXm7f&#8221; wassup bitch !!
1247,1,"&#8220;DeePaul19: I ain't got no type, white bitches is the only thing that I like!&#8221; #dead &#128514;&#128557;"
1248,1,&#8220;Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch
1249,2,&#8220;Deuce1990: What will the Lakers be after kobe&#8221; trash
1250,1,"&#8220;DevJayAintShit: these hoes ain't loyal &#128557;

https://t.co/hiMKk7fYxB&#8221;&#128557;"
1251,0,"&#8220;DickFurari: HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. http://t.co/H0JGORtnF8&#8221;

- Dis be heaven fo a colored man"
1252,1,&#8220;DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh
1253,1,&#8220;Ditto_Guwop: All these hoes been passed around to a Cleveland niggah&#8221;
1254,1,"&#8220;DrMalvo: woods_lamar 

http://t.co/ChNxcPLZWR&#8221;

Hidey hidey hoe! White folk be all noyvous round coloreds"
1255,1,"&#8220;DrakeTakeCare12: You don&#8217;t listen when I talk, maybe you&#8217;ll listen when I walk.&#8221; That bitch still won't listen"
1256,1,&#8220;DramaDough: &#8220;naraBprettyass: Crip bitches b dusty asf&#8221;&#128514;&#128514;&#128514;&#128553;&#8221;&#128514;
1257,1,&#8220;DreStiles &#8220;DrTruth247: Buddy drug the whole train lmao good ... extra ass hoes&#8221; hate them NY hoes&#8221;me too
1258,1,&#8220;DreamGirlsOnly: &#128525; http://t.co/w43KPs9Zp0&#8221; now this hoe bad
1259,1,&#8220;DrummerKid0328: Reggie gives me headaches my niggah &#128545;&#128567;&#8221;&#128175;&#128175;
1260,1,&#8220;DualWieldKatana: After you get done running train on a bitch thats on her period http://t.co/DWgHtGA936&#8221; &#128514;&#128514;&#9995; no that's nasty
1261,1,&#8220;DueceDaGod: JefDaBest I'm on my Y.U shit using LinkedIn at work b&#8221; lmfaoo bagging them linkiden hoes lol
1262,1,&#8220;DuhItsAdrii: How bitch how ?&#8221;&#128514; FRESH?
1263,1,&#8220;DukeAlexMoore: Malibus on a come-up but in other news she mean denna hoe and not even light skinedddd http://t.co/SGGOkjTScH&#8221; HAHAHA!!
1264,1,&#8220;DuncanHines_: KB_Three fck you nigger&#8221; lol jk bra
1265,1,"&#8220;EBR_Chiefington: Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&#8221;"
1266,1,&#8220;EdgarGuillenjr: Lol good now I got them nasty rednecks off my back I can take care of business&#8221; BlakeAnderson21 Dalton_ryann he serious
1268,2,"&#8220;El_Grillo1: Islamic State suspects in Indonesia are Chinese Uighurs http://t.co/58IDicaHzT&#8221;
Uighur Jihadis: they're not just a PRC tool."
1269,1,&#8220;Emoney25_: West305 _ImJustDede Ima whoop this boy!&#8221; It's nothing you bean head ass bitch
1270,1,&#8220;Erikaj00: &#8220;Hazel_Dot_Com: Hell naw. RT Dexluger: I wanna see this! http://t.co/u1dqv3EEV3&#8221; yes! Lol&#8221;trash as hell
1271,1,&#8220;Erikaj00: I saw a girl scratch her private today.. What that mean?&#8221; Don't fuck her right in the pussy
1272,1,&#8220;Erikaj00: Killin in tekken 6 &#128526;&#8221; lies you trash
1273,1,&#8220;FRATernize: I want to be obsessed with someone and I want someone to be obsessed with me&#8221;then u might have to kill the bitch&#128563;
1274,1,&#8220;FREDOSANTANA300: Up making plays&#8221; can I have my slut bitch girlfriend u always rap about back yet?
1275,1,&#8220;FabianMleal: I'm fucking tired. Ending the night with some rips&#127809;&#128293;&#8221; so much for hitting me up bitch
1276,1,&#8220;FliirtNextDoor: If yo pussy stank ; u wasn't raised correctly&#8221;lmao
1277,1,&#8220;FliirtNextDoor: Phat pussy &#128525;&#128553;&#128166;&#128166;&#128166;&#128520;: http://t.co/Cbel8h29e1&#8221;that looks like a scrotum
1278,1,&#8220;Fly_Air_Walker: Everybody entitled to they own opinion tho.&#8221; Not that bitch she need to shut up &amp; sit the fuck down
1279,1,&#8220;ForeverrrJadaaa: huge nips scary me&#8221; they scary me too
1280,1,"&#8220;FreakyAbandoned: Mental Asylum in Dallas Texas, 1980's. http://t.co/03S8dEsEzq&#8221; should I go find this hoe?"
1281,0,&#8220;FreddieGibbs: Tea bag a bitch.&#8221; Pahahaha
1282,1,&#8220;FreeBlizz_ICBC: If I posted pics of everything I do in my life yall hoes would fall in love !&#8221;don't kill em Channing
1283,1,"&#8220;FriendlyAssh0le: 5'3 200 lbs aint thick bitch, you a fucking warthog&#8221;&#128514;"
1284,1,"&#8220;FriendlyAssh0le: You fat bitches needa stop biting your lips when you take pictures. Y'all look hungry, not sexy.&#8221;&#128514;&#128514;&#128588;"
1285,1,&#8220;FriendlyAssh0le: how bitches be looking the first day of school. http://t.co/OpSkH1xZGb&#8221;&#128514;
1286,1,&#8220;FukknTyler: lil_aerii LIGHTSKIN MF LMFAOOO&#8221; ight white bitch lol &#128299;&#128299;
1287,1,&#8220;FullaCharisma And happy to be hoes too. Smh.&#8221;better than being in denial
1288,0,"&#8220;FunnyPicsDepot: ""fucking white people"" http://t.co/uyjGzuX4Cc&#8221; bitch wut?"
1289,1,&#8220;FunnyPicsDepot: All the seniors young side hoes gonna be at graduation like http://t.co/qFDBBu4hPV&#8221;
1290,1,&#8220;FunnyPicsDepot: Realist bitch to ever step foot on a soccer field http://t.co/CSfigYQuT4&#8221; every team has a bitch like this
1291,1,&#8220;FunnyPicsDepot: When the nigga with the aux cord playin some trash shit http://t.co/LMP5BeplVy&#8221; JWilko7
1292,1,&#8220;FunnyPicsDepot: bitch in the middle look like a daddy long leg &#128557; https://t.co/f2L8dpbrES&#8221;KellieNehls
1293,1,&#8220;FunnyPicsDepot: how black bitches drive when they song come on https://t.co/u50OmK2JY6&#8221;KellieNehls smichellelo
1294,1,&#8220;Future_Reich: All y'all some fucking coons&#8221; http://t.co/wU7r3OBxhR
1295,1,&#8220;FxckAshUK: TheKaosYatti Ain't my gf you lil nigguh stfu &#128557;&#128514;&#8221; glory be to GOD then lmfaooooooo &#128557;&#128554;&#128517;
1296,1,&#8220;GANGLANDABBY: What these bitches want from ah nigga &#128526;&#8221;
1297,1,&#8220;GFCRich: If Beyonce &amp; Kim Kardashian have no problem sucking their mans dick then you average looking broke bitches shouldn't neither&#8221; &#9994;
1298,1,&#8220;GUCCISAYBUR: if u say ur a mermaid it obviously means ur pussy is fishy&#8221;
1299,1,&#8220;G_Anderson4: I'm Dre's a bitch tho&#8221; &#128527;
1300,1,"&#8220;G_Anderson4: Oh my dogs pussy is so tight, time to loosen it &#128527;."""
1301,1,&#8220;G_Coppo: &#128557;&#128557;&#128557;&#128557; RT ShardDaGawd: When you go down to eat the pussy and it smells tangy http://t.co/oF09PiyL8b&#8221;&#128557;&#128557;
1302,1,&#8220;Garricka_: Ima just block you hoes out!&#8221;or block em either one lol
1303,1,&#8220;GaryTweets__: It's my dogs birthday &#10084;&#65039;&#8221; you should get it a bad bitch &#128521; #punny
1304,1,"&#8220;GdoubleT: BrianMC630 find a loyal ho&#8221;

finntasticccc &#128521;"
1305,2,&#8220;GianneNichole: Lakers really trash.&#8221;&#128686;
1306,1,&#8220;GiantRaiderKing: nomaambundy92 fag&#8221; but Tony :(
1307,1,"&#8220;GlitteredInPink: ""West305: Bored as hell."" Shoulda answered my phone calls bitch&#8221; i rather be bored."
1308,0,"&#8220;GlitteredInPink: West305 you like 5'8, you needs to&#8221;....1. You a hoe. 2. i'm 5'10(breaking11) 3.suck my dick."
1309,1,&#8220;GlitteredInPink: You gotta fuck every race just to see which dick/pussy you like the best.&#8221; thot
1310,1,"&#8220;Godbody_ream: I couldn't hit a woman with a penis and pussy, I don't care how sexy or rich she is&#8221;&#128563;"
1311,1,"&#8220;GoldieMack_: &#8220;Treslyon: GoldieMack_ shit where you from&#8221;

Baltimore...&#8221; Man them hoes fine &amp; crazy"
1312,1,&#8220;Goldmind___: Smoke good weed with a bad bitch&#8221;&#128079;
1313,2,&#8220;GreatGawd: Name something trash&#8221; Cavs
1314,1,&#8220;GreatScottnyc: Can't a bitch living say I brought her MICHAEL Kors&#8221; we need more guys like you &#128588;
1315,1,&#8220;GreaterThn: for all the bad bitches out there http://t.co/ESXBexvKEs&#8221;Lets go have some fun&#128536; ambernicolee05 &#128514;&#128514;&#128514;
1316,1,"&#8220;Greg_Jon3s: I hope my future wife, who ever she might be, is sleeping or studying instead if being a hoe right now&#8221; nigga shutcho asss up"
1317,1,"&#8220;GrumpyCatTalkin: I'm sorry I offended you when I called you a bitch, I honestly thought you knew.&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;"
1318,1,&#8220;H8UHOES: Lmao lexy such a hoe &#128514;&#8221; lmfaooo
1319,1,&#8220;HaiFuckedYoGirl: Eat her pussy nd look at her like this &#128540;&#128541;&#128540; http://t.co/ksazoyurxv&#8221;KellieNehls
1320,1,&#8220;HaitianCocaine_: FML &#128545; My period on !&#8221; Can't pop that pussy now huh?
1321,1,"&#8220;HarrysBoyLouis: &gt;&gt; Homecoming in 2 days &lt;&lt; http://t.co/M6r2lWAFRV&#8221;

Bet u didn't even have a date bitch, I just went and say in the corner"
1322,1,"&#8220;HerMoufPiece: They be hating on my girl tho, but they wish they was the bitch they hating&#8221; this song go"
1323,1,&#8220;HerTruMetier: &#8220;what_evaittakes: Bout to get a breasts reduction these bitches be in the way&#128530;&#8221;&#128514;&#128514;&#128514;&#8221;so serious&#128553;&#128553;&#128553;
1324,1,&#8220;Hermosa_Jayy: Can I bring anotha bitch or nah &#128527;&#8221;
1325,2,&#8220;HeyKeifer: Golden Oreos &#128016; regular Oreos &#128686;&#8221; YES!!!
1326,2,&#8220;HeyKeifer: Oreos are basically dirt circles with cream.&#8221; True.
1327,1,"&#8220;Hi__________Bye: Damn this bitch always gets hit on by The
 hottest guys n makes them feel stupid UglyAssAyeKay&#8221; i got called an ego kill"
1328,1,&#8220;HighClassCapri: what_evaittakes lmao I minds well be a hoe for all that &#128528;&#8221;&#128563;&#128563; I ain't mean like that girl lol
1329,1,&#8220;HighClassCapri: what_evaittakes lmao definitely not &#127814;&#8221;&#128553;&#128553;&#128553; I was bout to say don't front bitch that shit a freeway
1330,1,&#8220;HighClassCapri: what_evaittakes no bitch hurry up lol&#8221;im so hungry I can't focus&#128553;
1331,1,&#8220;HighClassCapri: what_evaittakes ohhhhh yes bitch yesss&#8221;u ready T?&#128527;&#128520;
1332,1,&#8220;HighClassCapri: what_evaittakes woke up and bitches was not here lol&#8221;I wasn't angry wit my hoes&#128514;
1333,1,"&#8220;HighClassCapri: Ima show my ass tonight, I can feel it &#128586;&#8221;omgggg I was thinking the same shit bitch&#128553;&#128553;"
1334,1,"&#8220;Highfromthe90s: A lot of women who claim they are yellow are actually red, color blind mother fuckas&#8221; I'm yellow tho &#128129;&#127773;"
1336,1,&#8220;HughSpliffner: J Cole is trash. I've been saying this for years. Fuck him&#8221; Lol.
1337,2,&#8220;HumbleTeej: elisabethepps where am I on this rating scale???&#8221; Depends. You still wearing them colored contacts or naw?
1338,1,"&#8220;IAmClatonBigsby: Bout to ride my horse, to come fuck yo bitch.&#8221;Ooh  em tho"
1339,1,&#8220;IAm_Cream: &#128514;RT DontGetGrandHoe: When y'all hoes going to learn how to spell&#8221; &#128588;&#128588;
1340,1,&#8220;ICEom SupurMario27 coolin my nig ( 1TIMMYTEE voice)&#8221; uhhee ( ICEom laugh)
1341,1,"&#8220;IG4hunnit: Yeah you played me, Yeah you got what you wanted. But jokes on you, You about to be a daddy bitch. http://t.co/zCVdyVhvc7&#8221;bruh&#128557;"
1342,1,&#8220;IIXIXIII: Honesty is all I ask for&#8221; you ugly then a hoe then
1343,1,"&#8220;IIiirb: Bouta let Banko kno, I'm goin be a Ronneagle &#128514;&#128527;&#8221; bitch&#128514;&#128529;"
1344,1,&#8220;ITSMeESPERANZA_: &#8220;nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/xezFP0uybA&#8221; that's me &#128129;&#128128;&#8221; thirsty ass
1345,1,&#8220;I_DontKIAra: done w. All these fuck niggas &#128554;&#128514; snip snip hoe &#9996;&#65039;&#9986;&#65039;&#8221; stfu
1346,1,&#8220;Iamjayla__: WB_Pooh_3x Bol that called the girl a bitch&#8221;Oharrd coo I'm both of them tho &#128526;&#128076;&#128175;
1347,1,"&#8220;IdLikeToCare: idpetition Wow, putting a whole manifesto up using TwitLonger. 

And by a Canadian. Hey hoser....how many will you adopt?"
1348,2,&#8220;Iifetip: Kit Kat brownies. http://t.co/40W2a8qlBy&#8221; making.
1349,2,&#8220;ImToBlame: Bruh RT PriscoCBS: Trent took the yellow path http://t.co/1XxGuKtjp8&#8221;&#128514;&#128514;&#128514;&#128514;
1350,1,&#8220;ImaPlainJane: SimplySoulful because I thought Jay Z would hit her&#8221; yeah he is known for sockin a bitch or 2
1351,1,"&#8220;IsThatJamesBond: ""BluntsNextDoor: Good pussy have a Nigga like http://t.co/PSBglHnq8Q"" funniest thing I've ever seen on my tl &#128557;&#128557;&#128557;&#8221;"
1352,1,&#8220;ItsLegzzYo: Yall so fuckin trash yo!!! &#128545;&#128545; DIRECTV&#8221; man them niggas gonna win the skins trash
1353,1,&#8220;JLewyville: I should be the Global Ambassador of SOMETHING!!! I put ppl on&#8221; des nuts hoe ahh nigga
1354,1,&#8220;JT_Lord: Boutta walk out on these hoes&#8221;
1355,1,"&#8220;JabbCaesar: &amp; these bitches bound to get hurt, cause a lotta these niggas be playin&#8221;hell yeah"
1356,1,&#8220;Jae_Poppa_: 100046729 lol what else do we have in common nigga hate sleeping in the heat&#8221;&#128514;&#128514; summer is for the birds
1357,1,"&#8220;Jaime_915: Thompson_Era HannahAlisee null bruh they both alive thats hans bitch who died&#8221;

Oh well FBD &#128514;"
1358,1,&#8220;JalapenoBright: This hoe waited until she got 45 to make a sextape chile.. http://t.co/r9gMmImakO&#8221; OH MY LORD&#128561;
1359,1,"&#8220;JalenRose: ""I'm rich......"" (Dave Chappelle voice) signed #MLB PED users.&#8221; Say bitch you pussy"
1360,1,&#8220;Jalenhendricks4: &#8220;In_Her_Tweets: p_jones2 bitch get outta here dumb ass&#8221; lmao&#8221; &#128555;&#128514;&#128514;
1361,1,&#8220;JasminePhillies: wulf bitch http://t.co/foejLgirAd&#8221; thank you&#128079;&#128079;&#128079;&#128079; http://t.co/daHQZU040n
1362,1,"&#8220;Jay050709: Liking all my pictures to get a follow ass bitches &#128514;&#128514;""&#128557;&#128557;&#128557;"
1363,2,&#8220;JayGorgeous: i need more beanies&#8221;just ordered two true religion ones lol
1364,1,&#8220;JayStacks25: I might fuck around and fuck yo bitch &#128520;&#128175;&#128527;&#8221; eat her ass when your steal her so you'll be a real ass nigga
1365,1,&#8220;Jay_Kay239: This weather need to not flag today! We trying to 50 zip a bitch tonight&#8221; yessssirrrrr
1366,1,&#8220;Jaydillz: The day you unblock me you will become a man again. But that won't happen so you just a bitch.&#8221; iDisrespectHoez lol
1367,1,&#8220;JennaHord12: ambernicolee05 dreamgirl McKee &#128514;&#8221;Ooh! Bet you wooonnnttt stick dat hoe
1368,1,&#8220;JennerAcosta: Sleep over with guys doesn't mean we gonna fuck. TRUST ME&#8221; you're a bitch for denying them pussy
1369,1,&#8220;JerGucci: 1__dev You the Real MVP&#8221; that's wat ya bitch said when I finished &#128514;
1370,1,&#8220;JestonaeLives: Burnt pussy lips - &#128514;&#128514;&#128514; https://t.co/1WhgfzBUkR&#8221; gal in the blue throwing it &#128527;
1371,1,&#8220;JoeBudden: The bad bitches are only bad until they start talking anyway.&#8221; He Preaching
1372,2,&#8220;JohnelHadleyJr: Uncle Charlie just got thru lip singing?!&#8221;haha
1373,2,&#8220;JuanNdaCut: When twitter rappers dm me their trash links http://t.co/o5Orzo1O19&#8221;
1374,2,&#8220;JukeJuke_9: Lance Stevenson gone leave Indiana&#8221; he trash anyway
1375,1,"&#8220;JulianSantomaur: 5""0 with 30 hoes on my dick #sweg&#8221; you have learned from the best"
1376,2,"&#8220;JuniorMaye8: A lot of them are though. Attitudes be pure trash&#8221;

#TeamWhiteGirls 
#SwirlTheWorld"
1377,1,&#8220;JustKarahn: &#8220;what_iDO: Sit in there and shit dnt sing hoe JustKarahn&#8221;. no&#8221;yess
1378,1,&#8220;JustKarahn: &#8220;what_iDO: Y though http://t.co/hg6OO3X3o6&#8221; really hoe? really?&#8221; U the dummy taking a pic
1379,1,"&#8220;KINSL3Y: When I'm in that pussy, honey I'm home!&#8221; &#128514;&#128514;&#128514;"
1380,1,"&#8220;KaayGQ: Sexy bitch, hope she bout it&#8221;"
1381,2,&#8220;KarynHalpin: Where do all the foreskins go when they circumcise a guy?&#8221; the Foreskin Fairy takes them after you put them under your pillow
1382,1,&#8220;Kash_Stackz: Yall are so confused these days. http://t.co/l2ipE6UvQh&#8221; somebody put that hoe in a dress
1383,1,&#8220;KateFrancesss: a majority of my news feed is people arguing about what it means to be a redneck #vermontproblems&#8221;
1384,1,"&#8220;KattWilliams: You can be a hoe without having sex, ask any of the girls texting alotta niggas at the same time.&#8221;"
1385,1,"&#8220;KayciMalynn: I'm a pro at losing followers. Some people just can't handle my excessive use of the work ""cunt"".&#8221; Mines cause I say fuck"
1386,1,"&#8220;KeAuraM: &#8220;whitegoddesss: Repost . http://t.co/GCSrbhqoQP&#8221;&#128079;&#128079;&#128079;&#8221; ""kush blunt convos""?? A simple minded ho made this pic I bet"
1387,1,&#8220;Kevhoeee916: If I couldn't trust some of the homies how could I trust these hoes?&#8221;you can't lol
1388,2,&#8220;Kik2Clean: Brah Wiz cheated &#128514;&#128557; http://t.co/OZ2PnDNGJ0&#8221; she had hair like a dyke..... Uh.. Duh?
1389,1,&#8220;KingDakkar: These hoes out of control https://t.co/hZmf5maYva&#8221;LMFAOOO
1390,2,"&#8220;King_SM If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD"
1391,1,"&#8220;KinggKI Im drunk, I'm bout to bitch.&#8221;need a ride?"
1392,1,"&#8220;Kxng_Jase: Versace Versace, I talk shit on twitter and so that bitch blocked me&#8221;bremarie17"
1393,1,&#8220;KyariesDa4: Ginobli dropping them bitches like a Delta line&#8221;. &#128514;&#128514;&#128553;&#9996;&#65039;
1394,1,"&#8220;LODMTPAPI: Clingy girlfriends are the best &#128175;&#10084;&#65039;&#128553;&#128143; http://t.co/Dt9nua4u7A&#8221;

Stop lying to these hoes bro.. That shit annoying"
1395,1,&#8220;LakeshoreJohnny: Eliot was a pussy.&#8221; MMMMMETHER
1396,1,&#8220;LanaeCute_ass: My bitch bad she's a Puerto Rican &#128527;&#128540;&#8221;what song is that
1397,1,"&#8220;Laneishaaaa: Thompson_Era pretty boy face&#8221;

Awee thanks faggot"
1398,2,&#8220;LastWordEvan: An inning and a half away from Alex Rodriguez being eligible to play. Just a thought. #Yankees #MLB&#8221; OMG. Feel an ulcer.
1399,1,&#8220;LayaFace: We out! Brooklyn bound wit this money. Feelin like Yung Jeezy in this bitch! &#128299;&#128299; http://t.co/TOq4bFWnzG&#8221; LMAOOOO
1400,1,&#8220;Leelucas_: 100046729 maxnostalgia http://t.co/F7D0mxCExj&#8221; bitch ima shake til I can't nomo
1401,1,&#8220;Leelucas_: 100046729 fuck you ugly lol show them teeth&#8221;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128; bitch fuck u
1402,1,"&#8220;Leelucas_: 100046729 lol , be cool son. You know your grandma bald mouth&#8221;she got all her teeth hoe &#128514;&#128514;"
1403,1,&#8220;Leelucas_: 100046729 mo bitch the special Ed Darlene from backatown &#128514;&#128514;&#8221;&#128128; GN
1404,1,&#8220;Leelucas_: darwinjames125 100046729 they can't fit on that small ass street son&#8221;bitch you know what happen last time we was onyur st &#128514;
1405,1,&#8220;Leelucas_: Going dumb on this essay&#8221;&#128514; bitch you sad.
1406,1,&#8220;Leelucas_: I fucked up in the 6th grade&#8221;yeah bitch you wants to fight me with yo dawg ass
1407,1,&#8220;Leelucas_: Yall on my TL need to be sleep yall got school tomorrow&#8221; bitch I got straight A's ion need to go &#128514;
1408,1,"&#8220;LegendaryE_: i dont een tryna be disrespectful when i say bitch. its just a term, like bruh or son&#8221;"
1409,1,&#8220;LeggsMania: PhenomenalRo you not gone leave hoe&#8221;&#128514;&#128514;&#128546;
1410,1,&#8220;LeggsMania: the next time I see this bitch I'm beating her ass. job or not.&#8221; lol
1411,1,&#8220;Leslieeeixta: Vikyfdez15 fuck up bitch &#128530;&#8221; get out mi house &#127969;&#128074;&#128581;&#128514;
1412,1,&#8220;LesterrNem: Bad bitches is the only thing that I like &#128074;&#128064;&#128074;&#8221;&#128073;&#128073;&#128073;
1413,1,&#8220;LickMyWhooooop: vintage_monroe_ JustDoItSlow it aint bundles soooo nope&#8221;it is bitch she happy hosting
1414,1,&#8220;LilReese300: No yu can't get no money yu silly hoe...&#8221;
1415,1,&#8220;Livefromthe_A: These Niggaz bitches hiding behind gangs they ain't in &#128175; &#128056;&#9749;&#65039;&#8221; &#128588;&#128175;
1416,1,&#8220;LongMoneyTonyy: vintage_monroe_ DONT Say Shit Else ! Just Stfu !&#8221;bitch we can do a lot more off this Twitter shit you can come see me
1417,1,&#8220;LopezWhs: Niggas talk more then bitches these days&#8221;
1418,1,&#8220;LopezWhs: You little stupid ass bitch i ain't fuckin with you &#127925;&#8221;
1419,1,&#8220;LoveLifeEst13: __seriousLEE i aint gone lie &amp; old heads say they see it in me so i figured&#8221; nah you just retarded
1420,1,&#8220;LoveLifeEst13: lmao West305 &amp; Aero sound young af talking bout hoes n weed n shit&#8221; Finesse_iAm brah you gotta listen to this shit
1421,1,&#8220;LuaBoo: Niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so I heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;
1422,1,&#8220;M94Rx: Sometimes I hate AZ &amp; sometimes I love it. Depends on the time of year I guess.&#8221; &amp; the dumb bitches that live here
1423,0,&#8220;MILF_chronicles: Dudes shaving without it being for an athletic purpose is gay af&#8221; you're retarded.
1424,1,&#8220;MJ2307: 1Bcarter or he's eating it cuz he's with a women who just can't cook &#128586;&#8221;then u gotta get rid of that hoe
1425,1,&#8220;M_Rad: I'm going to miss these bitches so much &#128557; http://t.co/lUpoqaT2R9&#8221; far right she resting on ol girl booty y'all funny as shit
1426,1,&#8220;M_Rad: You was with the bitch with the fat ass &#128514;&#8221;only way to live when u young that shit gonna get old tho and have a lot of dents in it
1427,1,&#8220;MaRAtheeMODEL: Iam_KiDD_PhilA &#128514; Marcus bitch ass HeartOfAHustlah ain't loyal at all! Team hopping ass !!!&#8221; &#128514;&#128557;&#128514;&#128557;&#128514;&#128056;&#9749;&#65039;
1428,1,"&#8220;MaRAtheeMODEL: Hoe fax = type yo bitch number in google to see if it pops up on back pagE

thank HeartOfAHustlah&#8221; &#128514;&#128557;&#128514;&#128557;"
1429,1,"&#8220;MadisonMum_: I was told never fold &amp; never sell my sole""They Should Have Told Yu Stay In School ! *Soul&#8221; autocorrect hoed me"
1430,1,&#8220;Magssca: Adrienne_Bailon bitch U TRIED IT . U deserved every foul word that came out Chris mouth &#128133;&#9749;&#65039; bye hoe&#8221;&#128514;&#128557;&#128514;
1431,1,&#8220;MajorSlander One last shot at this love shit then I'm dogging you hoes&#8221; #Drakelistener
1432,1,"&#8220;MalikHasanImani: 1Bcarter negro, you wear a size 5...I'm in a 12&#8221;I'm at a 6 now still growing"
1433,1,"&#8220;MalikHasanImani: 1Bcarter what's good, family?&#8221;in the gym looking at hoes hit u later"
1434,2,&#8220;MannyBDlopez: When you open your starburst candy and get 2 yellows http://t.co/F0dDbfEzB6&#8221; lmao bruh
1435,1,&#8220;MannyKream_G: Birthday Weekend starts today&#8221; Shut yo hoe ass up
1436,1,&#8220;MarieHippy: Bitch niggas pay for hoes just to lay with hoes&#8221; relax one night you'll pay to stay with hoes
1437,1,"&#8220;MarieLeVisual: if your wardrobe consist of mostly leggings, you's a hoe&#8221; guilty"
1438,1,&#8220;Marlin_FishyAss: &#8220;1017_Sqquad: In the mall with yo bitch and yo money I'm getting me somethin &#128514;&#128175;&#8221;&#128514;&#8221;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;
1440,1,"&#8220;MattieTrump97: Eat a lot of protein
Eat a lot of pussy
#MattieTrumpsTipsForABetterLife&#8221;

Eat the whole ass"
1441,1,&#8220;Maxwell_Larsen: I'm jakes bitch&#8221;
1442,0,"&#8220;Maxwell_Larsen: When you live this gay, you can't be afraid of two black dicks in your butt"" you fucking queer"
1443,1,&#8220;MeCause1mRae: A lot of you males need to dress up as real men for Halloween since y'all be acting like bitches all year.&#8221; &#128514;&#128588;
1444,1,"&#8220;Medrano420: You want to be a little bitch, than ima treat you like a little bitch.&#8221;"
1445,1,&#8220;Mick_Peddicord8: Water polo is so fucking hard #respect&#8221; yeah if you're a pussy
1446,1,"&#8220;MightBeKoi: Satisfied_x __troyy Edward did OSS, he sparkled&#8221; &#128514;&#128514; bitch reality"
1447,1,&#8220;MikeDiggEm: _KudaBrazyy who the old bitch??!!&#8221; *hoe
1448,0,"&#8220;MikeyPDaCav5: I love the song ""John Doe"" #dope&#8221; MirandaWigley edenbaby101 faggots"
1449,1,"&#8220;Mix_Mommie: I hate when bitches do that ""who are you talking to"" shit like clearly you.&#8221;I be like ""BITCH WIT DA RED DOOR HOE""&#128514;&#128514;"
1450,0,&#8220;MoffettMM: Just got done with my last final and I'm walkin around campus like I own this place&#8221; queer.
1451,1,&#8220;Mojo4Life_: We'll I'm going to sleep &#128530;&#8221; fag
1452,2,&#8220;MomMeMustHaves: MMMH Daily is out! http://t.co/bPtRtXcel0 Stories via KristinCruz&#8221; ExMoShow #yellow is IN! &amp; romyraves luv the bling!
1453,1,&#8220;MoneyYoung They not evn hoes in silence anymore&#8221;proud of it .... then want respect
1454,1,&#8220;Moneyhighpapi: When you fuck her GOOD she trip even more&#8221; good dick makes a bitch go crazy
1455,1,"&#8220;MorganSmith_20: Luke_Turner_88 so many hoes, that's why&#8221;preach"
1456,1,"&#8220;MosoKnowso: If a photographer doesn't have a back story on how he started, he did it for pussy #believethat&#8221; #CANTKNOCKTHAHUSSLE"
1457,1,&#8220;MrDelightfullll: I've sounded like a fag the last few days &#128584;&#128513;&#128513;&#8221; your emotions are inspiring &#128150;
1458,1,&#8220;MsFoxyBaby: #ImAddictedTo girls w fat pussy slim waist fat ass n innocent smiles&#8221; truuuuuu
1459,1,&#8220;MutateRoos: You can be Seminoles but not redskins? K&#8221;Seminole tribe got an agreement with them..fsu pay them to use the name
1460,1,&#8220;MyDick_SuckThat: Who that pussy wet for ?&#8221; http://t.co/CruDDDHxHh
1461,0,&#8220;My_Fish_Died: You dammn Weed potheads are annoying af on Twitter&#8221; weed and pot are the same thing faggot
1462,1,"&#8220;Nadixo__: ""joelxmontoya: I'm dreaming &#128525;&#128525; http://t.co/Y21PyZ5rai"" ewwww&#8221;bitch you must be fucked up &#128514;&#128514;"
1463,1,&#8220;NayMinaj_xo: SkinnyBee__ LMAO my bitch was listening to gospel music w. liquor in her hand weaaakkk&#8221;lmfaooooooooo I was crying
1464,1,&#8220;NeeBaddAzz: why amanda bitch ass eva cheat on fizz fine ass? ion geddit&#128564;&#8221; theres more to a nigga than his looks.. Thought yall knew dat?&#128564;
